,DP1,DP2,DP3,DP4,DP5,DP6,DP7,DP8,DP9,DP10,DP11,DP12,DP13,DP14,DP15,DW1,DW2,DW3,DW4,DW5,DW6,DW7,DW8,DW9,DW10,DW11,DW12,DW13,DW14,DW15,CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8,CP9,CP10,CP11,CP12,CP13,CP14,CP15,CW1,CW2,CW3,CW4,CW5,CW6,CW7,CW8,CW9,CW10,CW11,CW12,CW13,CW14,CW15
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter sp. B7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.10E-05,0.000112042,0.000228157,2.24E-05,0.000350243,4.02E-05,0.000130567,1.77E-05,4.73E-05,7.11E-05,5.63E-05,2.35E-05,5.61E-05,0.000124078,8.08E-05,6.05E-05,8.95E-05,4.76E-05,7.52E-05,0,9.30E-05,0.000104322,5.20E-05,0,0,4.56E-05,0,0.000160586,1.69E-05,9.55E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Closterium baillyanum,1.05E-05,0,1.77E-05,0,0,2.28E-06,0,0,3.95E-06,4.76E-06,0,2.89E-06,7.16E-06,1.08E-05,1.91E-06,3.08E-05,2.67E-05,2.12E-05,1.70E-05,8.86E-06,3.98E-05,4.26E-05,2.13E-05,3.68E-05,0,5.46E-05,1.66E-05,3.79E-05,4.47E-05,1.73E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Fibrobacterota|c__Fibrobacteria|o__Fibrobacterales|f__B122|g__,1.97E-05,5.35E-05,8.73E-06,5.64E-05,4.30E-05,6.49E-05,4.48E-05,5.05E-05,6.45E-05,4.83E-05,6.62E-06,4.33E-05,4.42E-05,7.57E-05,7.18E-05,1.73E-05,4.14E-05,6.15E-05,0,1.42E-05,4.42E-05,1.06E-05,4.11E-05,7.10E-06,2.88E-05,7.87E-05,2.23E-06,0,1.41E-05,4.20E-05,3.58E-05,1.17E-05,2.93E-06,0,6.56E-06,0,0,0,4.70E-05,2.51E-05,1.41E-05,0,1.59E-05,2.39E-05,2.50E-05,0,2.33E-05,4.55E-05,0,1.05E-05,4.42E-05,0,8.81E-06,0,0,0,0,0,0,9.87E-05
k__Bacteria|p__Synergistota|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Thermovirga,1.17E-05,1.71E-05,1.08E-05,2.09E-06,2.05E-05,0,0,0,0,1.81E-05,1.61E-05,1.27E-05,2.90E-05,1.86E-05,1.42E-05,0,3.70E-06,0,0,0,1.24E-05,7.21E-06,0,2.84E-05,9.81E-06,2.09E-05,2.58E-06,0,0,1.89E-05,6.53E-05,2.54E-05,1.78E-05,0.000125318,9.93E-05,0.0001155,2.00E-05,3.12E-05,3.26E-05,0.0001003,0.000181269,7.10E-05,0.000129582,0.0001159,0.000220514,5.84E-05,4.54E-05,1.48E-05,0,5.55E-05,4.24E-05,2.84E-05,1.52E-05,0,0.000136767,3.20E-05,1.81E-05,5.74E-05,3.65E-05,0.00010371
k__Bacteria|p__Planctomycetota|c__Phycisphaerae|o__MSBL9|f__SG8-4|g__,3.48E-05,0,1.66E-05,4.87E-05,0,0,3.41E-05,0,1.21E-05,1.96E-05,2.25E-05,3.45E-05,1.66E-05,7.36E-06,0,0,0,2.10E-05,0,0,0,0,0,0,0,3.86E-06,0,0,4.21E-06,0,1.43E-05,4.26E-05,2.62E-05,8.79E-05,1.33E-05,5.19E-05,6.84E-05,6.54E-05,3.71E-05,7.32E-05,2.09E-05,2.24E-05,4.61E-05,4.68E-05,1.07E-05,0,1.44E-05,6.31E-06,6.12E-05,0.000107617,1.70E-05,6.98E-06,3.05E-05,3.17E-05,1.55E-06,1.03E-05,0,8.87E-06,1.69E-05,2.97E-05
k__Eukaryota|p__Apicomplexa|c__Coccidiomorphea|o__Eimeriida|f__Eimeriidae|g__Goussia1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.50E-05,0.000275866,0.000190384,5.43E-05,4.72E-05,9.52E-05,0.000148275,8.58E-05,7.49E-05,3.91E-05,1.39E-05,0,2.02E-05,3.90E-05,0,0.000142145,5.77E-05,7.84E-05,9.80E-05,0.000101156,0.000113502,4.46E-05,5.99E-05,6.79E-05,4.11E-05,3.86E-05,0.000153864,0,4.25E-05,4.10E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Storeatula sp. CCMP1868|g__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Synergistota|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Lactivibrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52E-05,1.11E-05,8.80E-06,2.99E-05,1.32E-05,0,1.09E-05,1.21E-05,3.12E-05,0.0001558,0.000371628,0.00029222,0.000133,0.000369565,0.000164567,1.15E-05,0,1.47E-05,0,1.86E-05,4.78E-06,0,3.27E-05,0,9.52E-05,0.000169055,7.01E-05,5.44E-05,4.34E-05,0.0001184
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__GWF2-29-10|g__,6.21E-05,3.15E-05,3.51E-05,1.07E-05,1.89E-05,5.68E-05,2.86E-05,1.22E-05,1.98E-05,6.15E-06,3.15E-05,1.34E-05,4.62E-05,6.69E-05,2.80E-05,0.0001245,0.000134887,0.000113,0.00017387,0.000263194,0.000173791,0.000166884,0.0001005,0.0001192,2.23E-05,0.000194481,9.50E-05,3.08E-05,6.14E-05,5.70E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Calditrichota|c__Calditrichia|o__Calditrichales|f__Calditrichaceae|g__Calorithrix,2.45E-05,8.17E-05,5.46E-05,6.12E-05,1.52E-05,3.41E-05,4.53E-05,2.81E-05,3.90E-05,1.49E-05,3.11E-05,5.59E-05,1.57E-05,5.81E-05,4.81E-05,1.13E-05,0,1.78E-05,2.27E-05,0,8.55E-06,3.35E-05,6.97E-06,4.38E-06,1.82E-05,1.49E-05,4.94E-06,1.28E-05,2.53E-05,1.08E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Ectothiorhodospirales|f__Ectothiorhodospiraceae|g__,0.000154807,0.000169495,0.000201536,0.0001128,0.0001429,8.54E-05,0.000147,0.0001023,0.0001404,2.91E-05,1.65E-05,3.48E-05,6.95E-05,2.20E-05,4.24E-05,1.43E-05,3.90E-06,8.37E-05,6.45E-06,1.48E-05,2.25E-05,1.95E-05,4.18E-06,0.000222495,3.58E-05,1.75E-06,0,0,2.02E-06,2.73E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium,7.23E-06,1.02E-05,2.00E-05,6.28E-05,5.05E-05,5.15E-05,0.000207699,0.00014931,0.000166133,7.78E-05,0.000339306,0.000268374,0.000245297,0.000298538,0.000266368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Plasmopara viticola|g__,3.71E-06,0,0,0,0,0,0,0,0,0,0,0,1.52E-05,0,0,2.99E-06,0,0,3.16E-05,0,3.29E-06,6.18E-05,2.94E-05,2.43E-05,4.07E-05,3.92E-06,0,0,1.84E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caedibacterales|f__Caedibacteraceae|g__Caedibacter,5.55E-06,1.03E-05,4.98E-06,2.96E-05,3.69E-05,0,3.06E-05,1.21E-05,2.56E-05,4.19E-05,4.14E-05,5.10E-05,9.46E-05,2.36E-05,5.92E-05,0,0,0,0,1.53E-05,0,0,6.32E-06,1.58E-05,5.59E-06,0,0,0,0,0,9.53E-06,0,6.41E-06,2.30E-06,4.91E-06,5.29E-06,4.98E-05,2.66E-05,1.31E-05,6.63E-05,0.00011647,0.000115712,0.000138427,0.000182063,0.000311365,0,7.16E-06,4.38E-06,4.28E-06,1.28E-05,2.50E-06,1.96E-06,7.11E-06,7.53E-06,3.03E-05,1.82E-05,1.42E-05,0,5.48E-06,5.40E-06
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prolixibacteraceae|g__Sunxiuqinia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86E-05,4.50E-05,1.37E-05,0,6.59E-05,2.54E-05,0.000144533,0.000108583,1.51E-05,6.95E-05,7.02E-05,0.000102124,0.000118961,0.000724301,9.50E-05,0,0,2.16E-05,1.52E-05,1.98E-05,8.07E-05,4.66E-05,2.02E-05,2.84E-05,4.94E-05,6.20E-05,6.60E-05,4.34E-05,8.39E-05,3.59E-05
k__Bacteria|p__Patescibacteria|c__Gracilibacteria|o__Candidatus Peregrinibacteria|f__|g__,0,1.56E-05,0,1.27E-05,0,0,4.54E-05,2.97E-05,6.95E-05,2.40E-05,4.23E-05,3.83E-05,1.32E-05,4.29E-05,7.47E-05,0,0,0,0,2.23E-05,0,0,0,1.43E-05,0,0,2.37E-06,0,0,1.81E-05,0,7.70E-06,0,0,0.000102411,1.19E-05,0.000262351,0,0,3.89E-05,1.70E-06,5.08E-06,1.75E-05,0.000159155,3.11E-05,1.68E-05,0,0,0,0,0,3.81E-06,0,3.09E-06,0,0,1.28E-05,0,3.08E-06,0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__DMER64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61E-05,0,8.80E-06,8.35E-06,0,0,0,0.000101885,0.000245598,0.000169785,0.000334269,0.000332382,0.000332867,0,0,0,0,0,0,0,0,0,4.72E-05,9.75E-05,6.59E-05,0.000225724,0.000157676,5.95E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Sorghum bicolor (sorghum)|g__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73E-05,5.02E-05,4.82E-05,0.000301834,0.000173852,0.000142647,3.95E-05,6.79E-05,3.18E-05,1.25E-05,2.08E-05,1.17E-05,1.07E-05,1.65E-05,9.42E-06,3.51E-05,1.32E-05,8.51E-05,0.000130812,0.000343716,0.000190098,3.85E-05,4.50E-06,3.89E-05,2.40E-05,2.11E-05,3.32E-05,0.000127699,2.20E-05,0.000124531
k__Bacteria|p__Spirochaetota|c__Leptospirae|o__Leptospirales|f__Leptospiraceae|g__Turneriella,1.76E-06,1.49E-05,1.59E-05,2.95E-05,1.66E-05,1.90E-05,7.72E-05,4.47E-05,8.19E-05,0.000145874,0.000163393,0.000215257,0.000279264,0.00026058,0.000310249,0,0,1.35E-05,3.21E-06,1.04E-05,0,0,3.11E-06,1.43E-06,0,2.74E-06,2.72E-06,2.20E-06,2.11E-06,6.27E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__HOC36|f__|g__,1.84E-05,2.70E-05,2.29E-05,0.000219787,0.000199193,0.000257159,0.000159206,0.000178501,0.000119561,0.000382859,6.67E-05,0.000115573,8.89E-05,0.000150528,0.000110379,8.91E-06,0,0,0,0,0,0,0,8.96E-06,0,2.52E-05,9.82E-06,2.57E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Magnetospiraceae|g__Magnetospira,1.75E-05,2.53E-05,2.46E-05,1.11E-05,2.08E-06,5.02E-05,7.92E-06,4.15E-06,4.91E-05,5.92E-05,1.68E-05,6.36E-06,3.15E-05,0,3.67E-06,1.21E-05,4.22E-05,1.94E-05,2.88E-05,2.00E-05,3.99E-05,9.54E-05,0,2.49E-05,0,1.59E-05,2.81E-05,3.56E-05,2.99E-05,3.14E-05,3.20E-05,2.19E-05,3.45E-05,4.79E-05,3.52E-05,5.74E-05,2.04E-05,8.73E-06,5.55E-05,4.45E-05,1.25E-05,1.43E-05,4.70E-05,4.38E-05,2.46E-05,0,0,4.12E-05,7.18E-05,4.57E-05,9.25E-05,4.53E-05,2.18E-05,2.46E-05,5.26E-05,2.12E-05,4.11E-05,0.00023304,9.12E-05,0.000177489
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Candidatus Cryptoprodotis,0.0001033,0.00010108,6.76E-05,9.61E-05,4.86E-05,9.75E-06,4.03E-05,1.38E-05,2.09E-05,0,1.89E-05,4.00E-05,3.38E-05,8.57E-05,4.93E-05,5.21E-05,3.81E-05,5.18E-05,1.38E-05,2.37E-05,1.70E-05,0,2.89E-05,3.16E-05,2.85E-05,5.18E-05,5.45E-05,6.36E-05,3.04E-05,3.99E-05,0.000119645,2.80E-05,3.29E-05,0,4.22E-05,2.93E-05,1.14E-05,5.86E-05,5.35E-05,2.51E-05,0,0,1.87E-05,2.26E-05,1.10E-05,0,1.12E-05,3.88E-06,0,4.30E-05,1.57E-05,6.24E-06,0,8.25E-05,2.05E-05,3.94E-05,2.06E-05,0.000102652,0,2.07E-05
k__Bacteria|p__Verrucomicrobiota|c__Chlamydiae|o__Chlamydiales|f__Criblamydiaceae|g__,3.10E-05,6.30E-05,1.02E-05,0.000188481,0.000116664,0.000249259,9.54E-05,6.12E-05,5.68E-05,8.90E-05,3.93E-05,5.48E-05,4.89E-05,2.58E-05,9.19E-05,4.61E-05,2.44E-05,5.78E-05,1.92E-05,4.51E-05,5.49E-05,3.79E-05,1.84E-05,1.74E-05,0,2.92E-05,2.17E-05,5.47E-05,1.15E-05,3.00E-05,0,0,0,3.95E-05,0,4.58E-06,9.22E-06,0,0.000127037,0,2.42E-05,1.11E-05,6.50E-05,0,5.72E-05,0,0,0,0,0,1.62E-05,0,0,0,0,0,6.13E-05,0,2.46E-05,5.83E-05
k__Eukaryota|p__Fungi|c__Ascomycota|o__Pezizomycotina|f__Dothideomycetes|g__Phoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.51E-05,5.85E-05,9.53E-05,0.000283483,0.000305702,0.00022348,6.97E-05,4.53E-05,3.62E-05,3.64E-05,0.000177541,2.38E-05,6.98E-06,3.06E-05,0.000154978,0,0,1.46E-05,8.43E-05,2.39E-05,5.07E-05,0,3.66E-05,0,4.41E-05,7.78E-05,3.82E-05,0.000105652,0,0.000108842
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Auxenochlorella protothecoides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Modulibacteria|c__Moduliflexia|o__Moduliflexales|f__Moduliflexaceae|g__Candidatus Moduliflexus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Cloacimonadota|c__Cloacimonadia|o__Cloacimonadales|f__Cloacimonadaceae|g__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26E-05,0,0,0,1.82E-05,0,1.30E-06,1.51E-05,4.61E-05,0.00015,0.000225081,0.0001656,0.000337031,0.000400358,0.000330505,1.02E-05,2.51E-06,0,4.00E-05,0,6.98E-06,0,0,0,9.93E-05,0.0001037,1.20E-05,5.22E-05,0.0001164,3.46E-05
k__Eukaryota|p__Cercozoa|c__Filosa-Sarcomonadea|o__Glissomonadida|f__Sandonidae|g__Sandonidae_Clade-N/F-A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.50E-05,7.96E-05,8.62E-05,8.71E-05,0.000105408,8.76E-05,3.78E-05,3.07E-05,3.55E-05,5.13E-05,1.68E-05,5.13E-05,5.58E-05,3.38E-05,1.79E-05,1.35E-05,0,2.59E-05,9.91E-06,2.51E-05,2.99E-05,2.48E-05,1.33E-05,3.09E-05,2.94E-05,4.94E-05,4.71E-05,0,1.54E-05,1.42E-05
k__Eukaryota|p__Fungi|c__Chytridiomycota|o__Chytridiomycotina|f__Chytridiomycetes|g__Catenomyces,4.94E-05,5.17E-05,5.28E-05,0.000207761,0.000188177,0.000221759,0.000127058,0.000128376,8.46E-05,4.26E-05,8.36E-05,4.96E-05,7.97E-05,0.000116909,0.000146436,4.21E-05,3.48E-05,7.69E-05,5.10E-05,1.15E-05,3.24E-05,2.88E-06,4.23E-05,3.74E-05,2.36E-05,6.02E-05,1.25E-05,2.67E-05,2.64E-05,5.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Eukaryota|p__Chlorophyta|c__Chlorophyceae|o__Sphaeropleales|f__Sphaeropleales_X|g__Parapediastrum,0,4.05E-05,2.15E-05,2.30E-05,1.13E-05,3.90E-05,1.05E-05,1.43E-05,1.31E-05,0,1.43E-05,1.02E-05,5.60E-06,1.71E-05,8.78E-06,2.58E-05,2.93E-05,2.27E-06,2.76E-05,3.21E-05,2.93E-05,2.51E-05,2.17E-05,4.16E-05,8.21E-05,2.39E-05,4.27E-05,0,3.61E-06,2.42E-05,0.000121991,0.00023238,7.57E-05,0.000109436,0.000105284,1.67E-05,9.09E-05,1.24E-05,7.25E-05,8.92E-05,6.47E-05,6.62E-05,0,8.31E-05,2.34E-05,1.63E-05,6.68E-05,8.25E-05,0,0,5.76E-05,3.60E-05,4.94E-05,1.66E-05,2.26E-05,1.39E-05,0,0,0,0
k__Eukaryota|p__Ochrophyta|c__Synurophyceae|o__Synurales|f__Synurales_X|g__Synura,0.000161831,0.000229741,0.000303022,0.000131247,0.000148786,0.000149163,5.82E-05,1.56E-05,0,2.09E-05,0,1.71E-05,0.000179748,9.20E-05,6.03E-05,1.27E-05,8.10E-05,0,2.87E-05,0,5.29E-05,0.00010469,8.46E-05,7.34E-06,6.35E-05,3.19E-05,4.61E-05,1.67E-05,3.72E-05,2.76E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Ettlia pseudoalveolaris|g__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Cloacimonadota|c__Cloacimonadia|o__MSBL2|f__|g__,1.49E-06,1.05E-05,6.85E-06,4.61E-05,3.93E-05,7.30E-05,0.000330865,0.000169712,0.000233319,2.33E-05,8.44E-05,4.00E-05,8.59E-05,0.000130446,0.000188151,0,0,0,2.44E-06,0,4.51E-06,0,0,4.21E-06,0,0,0,0,0,4.71E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Opitutales|f__Puniceicoccaceae|g__Verruc-01,8.50E-06,0,1.51E-05,6.17E-05,4.83E-05,8.64E-06,3.89E-05,2.05E-05,2.01E-05,8.20E-05,6.69E-05,2.65E-05,9.43E-05,7.54E-05,5.57E-05,0,0,0,2.44E-06,0,6.34E-06,0,1.15E-05,1.38E-05,8.89E-06,2.51E-05,0,0,9.02E-06,0,0,2.85E-06,0,2.90E-06,0,3.06E-05,0.000145713,0,0,0,0,0,5.21E-06,6.62E-05,5.39E-06,0,0,0,0,0,0,0,0,0,6.03E-06,0,4.99E-06,0,5.29E-06,0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Hydropuntia rangiferina,8.95E-06,0,7.07E-06,0,1.48E-05,0,1.03E-05,0,0,0,0,0,2.95E-05,3.63E-05,1.85E-05,7.10E-05,8.48E-05,4.44E-05,4.06E-05,0,1.35E-05,0,2.55E-05,2.46E-05,0,0,1.21E-05,0.000101137,4.88E-05,3.92E-05,1.50E-05,1.45E-05,2.03E-05,0,4.06E-05,0,2.90E-05,0,1.61E-05,4.02E-05,0,7.76E-05,3.33E-05,1.03E-05,1.02E-05,0,0.000109094,0.000126498,2.40E-05,2.16E-05,2.43E-05,7.65E-05,0,3.35E-05,0.000178879,0.00025193,0.000143833,5.25E-05,7.13E-05,8.71E-05
k__Eukaryota|p__Amoebozoa_X|c__Variosea|o__ATCC50593-Flamella-WIM80-lineage|f__Flamella-lineage|g__Flamella,3.86E-05,3.53E-05,1.96E-05,1.99E-05,8.67E-06,0,2.11E-05,0,0,4.41E-05,4.90E-05,2.73E-05,2.29E-05,1.03E-05,2.05E-05,7.60E-06,0,0,0,0,0,1.80E-05,0,2.24E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Eukaryota|p__Dinoflagellata|c__Dinophyceae|o__Peridiniales|f__Amphidomataceae|g__Azadinium,0.0001852,6.58E-05,0.00017756,2.24E-05,9.03E-06,2.18E-05,8.03E-06,1.84E-05,1.60E-05,0,0,4.28E-06,3.13E-05,4.30E-05,3.27E-05,9.51E-05,0.000221822,0.000232734,0.000128666,0.000146341,0.0001037,0,5.80E-05,6.48E-05,0.000115,9.87E-05,9.12E-05,1.99E-05,5.67E-05,6.40E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Chlorella vulgaris|g__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89E-05,5.93E-05,2.89E-05,0.000118561,6.50E-05,0.00017544,1.24E-05,0.000141469,3.84E-05,6.56E-05,3.85E-05,3.32E-05,4.64E-05,2.51E-05,1.01E-05,5.57E-05,0.000211541,0.000185461,8.74E-05,0.000127511,0.000192055,5.44E-05,1.30E-05,1.68E-05,0.000106744,3.90E-05,0.000158442,0,0,0
k__Eukaryota|p__Metazoa|c__Cnidaria|o__Cnidaria_X|f__Hydrozoa|g__Hydra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Pseudanabaenales|f__Pseudanabaenaceae|g__Pseudanabaena PCC-6802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52E-05,9.44E-06,1.85E-05,1.57E-05,5.09E-05,3.77E-05,9.58E-05,3.04E-05,0,5.43E-05,3.35E-05,0,3.47E-05,8.40E-06,0.0001377,6.75E-05,0.0001331,8.35E-05,7.51E-05,2.96E-05,0.000212384,0.000304798,0.000196021,8.11E-05,2.50E-05,3.90E-05,7.93E-05,0,0.000222173
k__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__|g__,6.23E-06,3.43E-05,0,0.000158,0.000152708,0.0001319,8.48E-05,4.20E-05,1.66E-05,5.68E-05,2.98E-05,2.85E-05,0.0001425,5.24E-05,4.50E-05,9.82E-06,5.58E-05,1.11E-05,1.99E-05,0,0,1.25E-05,0,2.17E-05,0,0,3.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Hypsibius dujardini,4.63E-06,4.26E-05,7.78E-06,0.00010278,1.96E-05,7.71E-05,7.88E-05,0.00012635,0.00012342,0.00017466,0.000382388,0.000264799,0.00022558,0.0002827,0.00014302,2.90E-06,0,0,1.06E-05,2.56E-06,8.79E-06,0,0,2.54E-05,0,0,0,0,8.01E-06,2.89E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__C2U|g__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Ochrobactrum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Eukaryota|p__Fungi|c__Ascomycota|o__Pezizomycotina|f__Eurotiomycetes|g__Ajellomyces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94E-05,0,9.18E-05,1.97E-05,4.34E-05,0,2.42E-05,4.61E-05,3.06E-05,2.82E-06,3.40E-05,5.73E-05,4.14E-06,5.78E-06,1.40E-05,0.00016722,0.000177248,0.000362643,0.00010695,0,8.05E-05,7.54E-05,6.60E-05,0.000119886,4.65E-06,0,0,0,4.24E-05,0
k__Eukaryota|p__Metazoa|c__Craniata|o__Craniata_X|f__Craniata_XX|g__Pongo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
