,Comparison,Taxa,Method,Group,LDA,P.unadj,P.adj,Significance
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales|f__Desulfosarcinaceae|g__Sva0081 sediment group,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales|f__Desulfosarcinaceae|g__Sva0081 sediment group,LEfSe,PFU,2.305025077,3.34E-09,1.35E-07,***
k__Bacteria|p__Gemmatimonadota|p__Bacteria_Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__Gemmatimonas,PFU - Water,k__Bacteria|p__Gemmatimonadota|p__Bacteria_Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__Gemmatimonas,LEfSe,Water,2.30241147,6.97E-06,6.74E-05,***
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Euglenophyceae,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Euglenophyceae,LEfSe,PFU,2.29900593,0.000163229,0.000961698,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Sphaerotilus,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Sphaerotilus,LEfSe,Water,2.295385041,2.55E-09,1.16E-07,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Porticoccaceae,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Porticoccaceae,LEfSe,PFU,2.292953838,2.97E-09,1.26E-07,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Hyphomonadaceae,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Hyphomonadaceae,LEfSe,PFU,2.291249405,2.10E-08,5.33E-07,***
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfuromonadia|o__Desulfuromonadales|f__Geothermobacteraceae,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfuromonadia|o__Desulfuromonadales|f__Geothermobacteraceae,LEfSe,PFU,2.28855469,2.40E-06,2.60E-05,***
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfuromonadia|o__Desulfuromonadales|f__Geothermobacteraceae|g__Geothermobacter,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfuromonadia|o__Desulfuromonadales|f__Geothermobacteraceae|g__Geothermobacter,LEfSe,PFU,2.28855469,2.40E-06,2.60E-05,***
k__Eukaryota|p__Dinoflagellata|p__Eukaryota_Dinoflagellata|c__Dinophyceae|o__Gymnodiniales|f__Gymnodiniaceae,PFU - Water,k__Eukaryota|p__Dinoflagellata|p__Eukaryota_Dinoflagellata|c__Dinophyceae|o__Gymnodiniales|f__Gymnodiniaceae,LEfSe,PFU,2.288175832,6.56E-05,0.000451546,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Nitzschia alba (marine diatom),PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Nitzschia alba (marine diatom),LEfSe,PFU,2.287395479,5.66E-06,5.61E-05,***
k__Archaea|p__Halobacterota|p__Archaea_Halobacterota|c__Methanosarcinia|o__Methanosarciniales|f__Methanosaetaceae,PFU - Water,k__Archaea|p__Halobacterota|p__Archaea_Halobacterota|c__Methanosarcinia|o__Methanosarciniales|f__Methanosaetaceae,LEfSe,PFU,2.28394919,2.47E-07,3.91E-06,***
k__Archaea|p__Halobacterota|p__Archaea_Halobacterota|c__Methanosarcinia|o__Methanosarciniales|f__Methanosaetaceae|g__Methanosaeta,PFU - Water,k__Archaea|p__Halobacterota|p__Archaea_Halobacterota|c__Methanosarcinia|o__Methanosarciniales|f__Methanosaetaceae|g__Methanosaeta,LEfSe,PFU,2.28394919,2.47E-07,3.91E-06,***
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfobaccia,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfobaccia,LEfSe,PFU,2.279681574,1.26E-08,3.44E-07,***
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfobaccia|o__Desulfobaccales,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfobaccia|o__Desulfobaccales,LEfSe,PFU,2.279681574,1.26E-08,3.44E-07,***
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfobaccia|o__Desulfobaccales|f__Desulfobaccaceae,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfobaccia|o__Desulfobaccales|f__Desulfobaccaceae,LEfSe,PFU,2.279681574,1.26E-08,3.44E-07,***
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfobaccia|o__Desulfobaccales|f__Desulfobaccaceae|g__Desulfobacca,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfobaccia|o__Desulfobaccales|f__Desulfobaccaceae|g__Desulfobacca,LEfSe,PFU,2.279681574,1.26E-08,3.44E-07,***
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Ignavibacteria,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Ignavibacteria,LEfSe,PFU,2.279390718,1.23E-09,6.61E-08,***
k__Bacteria|p__Actinobacteriota|p__Bacteria_Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__67-14|g__Solirubrobacterales bacterium 67-14,PFU - Water,k__Bacteria|p__Actinobacteriota|p__Bacteria_Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__67-14|g__Solirubrobacterales bacterium 67-14,LEfSe,Water,2.2793389,1.04E-10,9.78E-09,***
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Syntrophobacteria,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Syntrophobacteria,LEfSe,PFU,2.278631561,2.95E-08,6.85E-07,***
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Syntrophobacteria|o__Syntrophobacterales,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Syntrophobacteria|o__Syntrophobacterales,LEfSe,PFU,2.278631561,2.95E-08,6.85E-07,***
k__Eukaryota|p__Dinoflagellata|p__Eukaryota_Dinoflagellata|c__Dinophyceae|o__Gymnodiniales,PFU - Water,k__Eukaryota|p__Dinoflagellata|p__Eukaryota_Dinoflagellata|c__Dinophyceae|o__Gymnodiniales,LEfSe,PFU,2.277323164,0.002439009,0.009420433,**
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methyloparacoccus,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methyloparacoccus,LEfSe,PFU,2.277141977,1.58E-05,0.000130744,***
k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Acidobacteriae|o__Bryobacterales,PFU - Water,k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Acidobacteriae|o__Bryobacterales,LEfSe,PFU,2.274110552,1.06E-08,3.12E-07,***
k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Acidobacteriae|o__Bryobacterales|f__Bryobacteraceae,PFU - Water,k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Acidobacteriae|o__Bryobacterales|f__Bryobacteraceae,LEfSe,PFU,2.274110552,1.06E-08,3.12E-07,***
k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Acidobacteriae|o__Bryobacterales|f__Bryobacteraceae|g__Bryobacter,PFU - Water,k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Acidobacteriae|o__Bryobacterales|f__Bryobacteraceae|g__Bryobacter,LEfSe,PFU,2.274110552,1.06E-08,3.12E-07,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__|f__|g__Candidatus Carsonella,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__|f__|g__Candidatus Carsonella,LEfSe,PFU,2.270870341,0.001113433,0.004906898,**
k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Spirotrichea|o__Hypotrichia|f__Hypotrichia_X|g__Hypotrichia_XX,PFU - Water,k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Spirotrichea|o__Hypotrichia|f__Hypotrichia_X|g__Hypotrichia_XX,LEfSe,PFU,2.268852625,0.000346457,0.001848472,**
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__SC-I-84|g__beta proteobacterium JGI 0001003-N18,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__SC-I-84|g__beta proteobacterium JGI 0001003-N18,LEfSe,Water,2.267776532,4.27E-06,4.37E-05,***
k__Eukaryota|p__Dinoflagellata|p__Eukaryota_Dinoflagellata|c__Dinophyceae|o__Gymnodiniales|f__Gymnodiniaceae|g__Gyrodinium,PFU - Water,k__Eukaryota|p__Dinoflagellata|p__Eukaryota_Dinoflagellata|c__Dinophyceae|o__Gymnodiniales|f__Gymnodiniaceae|g__Gyrodinium,LEfSe,PFU,2.260997093,0.00089786,0.004021209,**
k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Holophagae|o__Subgroup 7,PFU - Water,k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Holophagae|o__Subgroup 7,LEfSe,PFU,2.260887488,5.71E-09,2.05E-07,***
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Terrimonas,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Terrimonas,LEfSe,Water,2.256822413,1.20E-07,2.18E-06,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Dongiales,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Dongiales,LEfSe,PFU,2.253263479,1.15E-08,3.23E-07,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Dongiales|f__Dongiaceae,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Dongiales|f__Dongiaceae,LEfSe,PFU,2.253263479,1.15E-08,3.23E-07,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Dongiales|f__Dongiaceae|g__Dongia,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Dongiales|f__Dongiaceae|g__Dongia,LEfSe,PFU,2.253263479,1.15E-08,3.23E-07,***
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Petalomonadida,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Petalomonadida,LEfSe,PFU,2.252202573,9.67E-09,2.96E-07,***
k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Labyrinthulomycetes,PFU - Water,k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Labyrinthulomycetes,LEfSe,Water,2.243225334,0.000245857,0.001385217,**
k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Chlamydiae|o__Chlamydiales|f__Parachlamydiaceae|g__Neochlamydia,PFU - Water,k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Chlamydiae|o__Chlamydiales|f__Parachlamydiaceae|g__Neochlamydia,LEfSe,PFU,2.242811033,2.13E-09,9.77E-08,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Azospirillales|f__Azospirillaceae|g__Niveispirillum,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Azospirillales|f__Azospirillaceae|g__Niveispirillum,LEfSe,PFU,2.239601177,3.97E-06,4.09E-05,***
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Euglenophyceae|f__Euglenaceae,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Euglenophyceae|f__Euglenaceae,LEfSe,PFU,2.238702044,5.43E-05,0.000387473,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Perlucidibaca,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Perlucidibaca,LEfSe,PFU,2.236090404,3.70E-06,3.82E-05,***
k__Bacteria|p__Spirochaetota|p__Bacteria_Spirochaetota|c__Leptospirae,PFU - Water,k__Bacteria|p__Spirochaetota|p__Bacteria_Spirochaetota|c__Leptospirae,LEfSe,Water,2.233793362,1.24E-06,1.50E-05,***
k__Bacteria|p__Spirochaetota|p__Bacteria_Spirochaetota|c__Leptospirae|o__Leptospirales,PFU - Water,k__Bacteria|p__Spirochaetota|p__Bacteria_Spirochaetota|c__Leptospirae|o__Leptospirales,LEfSe,Water,2.233793362,1.24E-06,1.50E-05,***
k__Bacteria|p__Spirochaetota|p__Bacteria_Spirochaetota|c__Leptospirae|o__Leptospirales|f__Leptospiraceae,PFU - Water,k__Bacteria|p__Spirochaetota|p__Bacteria_Spirochaetota|c__Leptospirae|o__Leptospirales|f__Leptospiraceae,LEfSe,Water,2.233793362,1.24E-06,1.50E-05,***
k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Raphidophyceae|o__Raphidophyceae_X|f__Raphidophyceae_XX|g__Vacuolaria,PFU - Water,k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Raphidophyceae|o__Raphidophyceae_X|f__Raphidophyceae_XX|g__Vacuolaria,LEfSe,Water,2.229590206,0.000568009,0.002809446,**
k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Raphidophyceae|o__Raphidophyceae_X|f__Raphidophyceae_XX|g__Vacuolaria|s__Vacuolaria_virescens,PFU - Water,k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Raphidophyceae|o__Raphidophyceae_X|f__Raphidophyceae_XX|g__Vacuolaria|s__Vacuolaria_virescens,LEfSe,Water,2.229590206,0.000568009,0.002809446,**
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfobacteria|o__Desulfatiglandales,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfobacteria|o__Desulfatiglandales,LEfSe,PFU,2.227944956,1.30E-07,2.33E-06,***
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfobacteria|o__Desulfatiglandales|f__Desulfatiglandaceae,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfobacteria|o__Desulfatiglandales|f__Desulfatiglandaceae,LEfSe,PFU,2.227944956,1.30E-07,2.33E-06,***
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfobacteria|o__Desulfatiglandales|f__Desulfatiglandaceae|g__Desulfatiglans,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfobacteria|o__Desulfatiglandales|f__Desulfatiglandaceae|g__Desulfatiglans,LEfSe,PFU,2.227944956,1.30E-07,2.33E-06,***
k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__CONThreeP,PFU - Water,k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__CONThreeP,LEfSe,Water,2.225052093,6.78E-07,9.11E-06,***
k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__CONThreeP|o__CONThreeP_X,PFU - Water,k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__CONThreeP|o__CONThreeP_X,LEfSe,Water,2.225052093,6.78E-07,9.11E-06,***
k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Bicoecea|o__Pseudodendromonadales|f__Pseudodendromonadales_X|g__Adriamonas,PFU - Water,k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Bicoecea|o__Pseudodendromonadales|f__Pseudodendromonadales_X|g__Adriamonas,LEfSe,Water,2.221338629,1.15E-08,3.23E-07,***
k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Bicoecea|o__Pseudodendromonadales|f__Pseudodendromonadales_X|g__Adriamonas|s__Adriamonas_peritocrescens,PFU - Water,k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Bicoecea|o__Pseudodendromonadales|f__Pseudodendromonadales_X|g__Adriamonas|s__Adriamonas_peritocrescens,LEfSe,Water,2.221338629,1.15E-08,3.23E-07,***
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Rotifera|o__Rotifera_X|f__Rotifera_XX|g__Brachionus,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Rotifera|o__Rotifera_X|f__Rotifera_XX|g__Brachionus,LEfSe,Water,2.217875323,6.78E-07,9.11E-06,***
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Rotifera|o__Rotifera_X|f__Rotifera_XX|g__Brachionus|s__Brachionus_calyciflorus,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Rotifera|o__Rotifera_X|f__Rotifera_XX|g__Brachionus|s__Brachionus_calyciflorus,LEfSe,Water,2.217875323,6.78E-07,9.11E-06,***
k__Bacteria|p__Planctomycetota|p__Bacteria_Planctomycetota|c__vadinHA49,PFU - Water,k__Bacteria|p__Planctomycetota|p__Bacteria_Planctomycetota|c__vadinHA49,LEfSe,PFU,2.212012479,1.42E-07,2.49E-06,***
k__Eukaryota|p__Cryptophyta|p__Eukaryota_Cryptophyta|c__Cryptophyceae|o__Cryptophyceae_X,PFU - Water,k__Eukaryota|p__Cryptophyta|p__Eukaryota_Cryptophyta|c__Cryptophyceae|o__Cryptophyceae_X,LEfSe,Water,2.209568996,2.87E-11,6.03E-09,***
k__Eukaryota|p__Cryptophyta|p__Eukaryota_Cryptophyta|c__Cryptophyceae|o__Cryptophyceae_X|f__Basal_Cryptophyceae-1,PFU - Water,k__Eukaryota|p__Cryptophyta|p__Eukaryota_Cryptophyta|c__Cryptophyceae|o__Cryptophyceae_X|f__Basal_Cryptophyceae-1,LEfSe,Water,2.209568996,2.87E-11,6.03E-09,***
k__Eukaryota|p__Cryptophyta|p__Eukaryota_Cryptophyta|c__Cryptophyceae|o__Cryptophyceae_X|f__Basal_Cryptophyceae-1|g__Basal_Cryptophyceae-1_X,PFU - Water,k__Eukaryota|p__Cryptophyta|p__Eukaryota_Cryptophyta|c__Cryptophyceae|o__Cryptophyceae_X|f__Basal_Cryptophyceae-1|g__Basal_Cryptophyceae-1_X,LEfSe,Water,2.209568996,2.87E-11,6.03E-09,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Nitrosomonadaceae|g__oc32,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Nitrosomonadaceae|g__oc32,LEfSe,PFU,2.209270543,0.000206531,0.001197609,**
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Reyranellales,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Reyranellales,LEfSe,PFU,2.206847127,3.04E-09,1.26E-07,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Reyranellales|f__Reyranellaceae,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Reyranellales|f__Reyranellaceae,LEfSe,PFU,2.206847127,3.04E-09,1.26E-07,***
k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Spirotrichea|o__Tintinnida|f__Undellidae,PFU - Water,k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Spirotrichea|o__Tintinnida|f__Undellidae,LEfSe,Water,2.204131847,0.000136524,0.00083797,***
k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Spirotrichea|o__Tintinnida|f__Undellidae|g__Undellidae_X,PFU - Water,k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Spirotrichea|o__Tintinnida|f__Undellidae|g__Undellidae_X,LEfSe,Water,2.204131847,0.000136524,0.00083797,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium,LEfSe,PFU,2.202856295,5.79E-05,0.000407346,***
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Petalomonadida|f__Eupetalomonads_X,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Petalomonadida|f__Eupetalomonads_X,LEfSe,PFU,2.202131489,7.44E-09,2.52E-07,***
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Petalomonadida|f__Eupetalomonads_X|g__Eupetalomonads_XX,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Petalomonadida|f__Eupetalomonads_X|g__Eupetalomonads_XX,LEfSe,PFU,2.202131489,7.44E-09,2.52E-07,***
k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Labyrinthulomycetes|o__Thraustochytrida,PFU - Water,k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Labyrinthulomycetes|o__Thraustochytrida,LEfSe,Water,2.19988435,2.68E-05,0.000208216,***
k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Labyrinthulomycetes|o__Thraustochytrida|f__Thraustochytriaceae,PFU - Water,k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Labyrinthulomycetes|o__Thraustochytrida|f__Thraustochytriaceae,LEfSe,Water,2.19988435,2.68E-05,0.000208216,***
k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Lentisphaeria,PFU - Water,k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Lentisphaeria,LEfSe,PFU,2.194710873,2.71E-08,6.43E-07,***
k__Bacteria|p__Firmicutes|p__Bacteria_Firmicutes|c__Clostridia|o__Oscillospirales|f__Hungateiclostridiaceae,PFU - Water,k__Bacteria|p__Firmicutes|p__Bacteria_Firmicutes|c__Clostridia|o__Oscillospirales|f__Hungateiclostridiaceae,LEfSe,PFU,2.19439696,0.000879454,0.003946795,**
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Cupriavidus,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Cupriavidus,LEfSe,Water,2.192470108,7.76E-11,8.34E-09,***
k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__Anaerolineae|o__SJA-15,PFU - Water,k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__Anaerolineae|o__SJA-15,LEfSe,PFU,2.190460281,3.26E-05,0.000245249,***
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Ignavibacteria|o__Ignavibacteriales,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Ignavibacteria|o__Ignavibacteriales,LEfSe,PFU,2.186347087,1.12E-09,6.25E-08,***
k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Holophagae,PFU - Water,k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Holophagae,LEfSe,PFU,2.180148206,0.000977489,0.004360118,**
k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__Pedosphaeraceae|g__DEV114,PFU - Water,k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__Pedosphaeraceae|g__DEV114,LEfSe,PFU,2.179745522,0.001030215,0.004572165,**
k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Holophagae|o__Holophagales|f__Holophagaceae|g__marine group,PFU - Water,k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Holophagae|o__Holophagales|f__Holophagaceae|g__marine group,LEfSe,Water,2.178717253,6.26E-08,1.24E-06,***
k__Bacteria|p__Fusobacteriota|p__Bacteria_Fusobacteriota|c__Fusobacteriia,PFU - Water,k__Bacteria|p__Fusobacteriota|p__Bacteria_Fusobacteriota|c__Fusobacteriia,LEfSe,PFU,2.173972277,0.001556879,0.006398423,**
k__Bacteria|p__Fusobacteriota|p__Bacteria_Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales,PFU - Water,k__Bacteria|p__Fusobacteriota|p__Bacteria_Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales,LEfSe,PFU,2.173972277,0.001556879,0.006398423,**
k__Bacteria|p__Fusobacteriota,PFU - Water,k__Bacteria|p__Fusobacteriota,LEfSe,PFU,2.173972277,0.001556879,0.006398423,**
k__Bacteria|p__Fusobacteriota|p__Bacteria_Fusobacteriota,PFU - Water,k__Bacteria|p__Fusobacteriota|p__Bacteria_Fusobacteriota,LEfSe,PFU,2.173972277,0.001556879,0.006398423,**
