,Comparison,Taxa,Method,Group,LDA,P.unadj,P.adj,Significance
k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae,PFU - Water,k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae,LEfSe,PFU,3.259946472,1.67E-06,1.91E-05,***
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Branchiopoda|g__Diaphanosoma,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Branchiopoda|g__Diaphanosoma,LEfSe,Water,3.258955582,3.21E-08,7.42E-07,***
k__Archaea,PFU - Water,k__Archaea,LEfSe,PFU,3.21707159,5.77E-08,1.19E-06,***
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Gastrotricha|o__Gastrotricha_X|f__Gastrotricha_XX|g__Lepidodermella,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Gastrotricha|o__Gastrotricha_X|f__Gastrotricha_XX|g__Lepidodermella,LEfSe,PFU,3.213421216,4.65E-09,1.72E-07,***
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Gastrotricha|o__Gastrotricha_X|f__Gastrotricha_XX|g__Lepidodermella|s__Lepidodermella_squamata,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Gastrotricha|o__Gastrotricha_X|f__Gastrotricha_XX|g__Lepidodermella|s__Lepidodermella_squamata,LEfSe,PFU,3.213421216,4.65E-09,1.72E-07,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Methylophilaceae,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Methylophilaceae,LEfSe,Water,3.203801568,5.77E-11,6.36E-09,***
k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Ascomycota|o__Pezizomycotina|f__Leotiomycetes,PFU - Water,k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Ascomycota|o__Pezizomycotina|f__Leotiomycetes,LEfSe,PFU,3.203168993,7.48E-06,7.08E-05,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales,LEfSe,PFU,3.178300956,4.40E-10,2.90E-08,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Methylococcales,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Methylococcales,LEfSe,PFU,3.177161407,7.48E-06,7.08E-05,***
k__Bacteria|p__Patescibacteria|p__Bacteria_Patescibacteria|c__Parcubacteria|o__Candidatus Kaiserbacteria,PFU - Water,k__Bacteria|p__Patescibacteria|p__Bacteria_Patescibacteria|c__Parcubacteria|o__Candidatus Kaiserbacteria,LEfSe,PFU,3.16018244,2.89E-07,4.44E-06,***
k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Vicinamibacteria,PFU - Water,k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Vicinamibacteria,LEfSe,PFU,3.157997955,1.66E-07,2.84E-06,***
k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Chytridiomycota|o__Chytridiomycotina|f__Chytridiomycetes,PFU - Water,k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Chytridiomycota|o__Chytridiomycotina|f__Chytridiomycetes,LEfSe,PFU,3.148051906,0.002439009,0.009420433,**
k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Verrucomicrobiae|o__Methylacidiphilales,PFU - Water,k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Verrucomicrobiae|o__Methylacidiphilales,LEfSe,Water,3.146833506,5.66E-06,5.61E-05,***
k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Verrucomicrobiae|o__Methylacidiphilales|f__Methylacidiphilaceae,PFU - Water,k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Verrucomicrobiae|o__Methylacidiphilales|f__Methylacidiphilaceae,LEfSe,Water,3.146833506,5.66E-06,5.61E-05,***
k__Bacteria|p__Actinobacteriota|p__Bacteria_Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales,PFU - Water,k__Bacteria|p__Actinobacteriota|p__Bacteria_Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales,LEfSe,Water,3.144884064,2.29E-08,5.67E-07,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__MWH-UniP1 aquatic group,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__MWH-UniP1 aquatic group,LEfSe,Water,3.126869803,2.87E-11,6.03E-09,***
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Rotifera|o__Rotifera_X|f__Rotifera_XX|g__Adineta,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Rotifera|o__Rotifera_X|f__Rotifera_XX|g__Adineta,LEfSe,PFU,3.101639055,3.51E-11,6.19E-09,***
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Rotifera|o__Rotifera_X|f__Rotifera_XX|g__Adineta|s__Adineta_vaga,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Rotifera|o__Rotifera_X|f__Rotifera_XX|g__Adineta|s__Adineta_vaga,LEfSe,PFU,3.101639055,3.51E-11,6.19E-09,***
k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Heterosigma akashiwo,PFU - Water,k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Heterosigma akashiwo,LEfSe,Water,3.085710927,8.12E-09,2.67E-07,***
k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Heterosigma akashiwo|g__Heterosigma akashiwo_X sp.,PFU - Water,k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Heterosigma akashiwo|g__Heterosigma akashiwo_X sp.,LEfSe,Water,3.085710927,8.12E-09,2.67E-07,***
k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Oligohymenophorea|o__Peritrichia_2|f__Sessilida|g__Vorticella,PFU - Water,k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Oligohymenophorea|o__Peritrichia_2|f__Sessilida|g__Vorticella,LEfSe,PFU,3.08521008,1.06E-06,1.34E-05,***
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Saprospiraceae,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Saprospiraceae,LEfSe,PFU,3.084954402,5.79E-05,0.000407346,***
k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Vicinamibacteria|o__Vicinamibacterales,PFU - Water,k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Vicinamibacteria|o__Vicinamibacterales,LEfSe,PFU,3.084610602,1.53E-07,2.67E-06,***
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Ostracoda,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Ostracoda,LEfSe,PFU,3.078417841,5.72E-08,1.18E-06,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Spongiibacteraceae,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Spongiibacteraceae,LEfSe,PFU,3.061412247,4.01E-10,2.80E-08,***
k__Eukaryota|p__Cryptophyta|p__Eukaryota_Cryptophyta|c__Cryptophyceae|o__Cryptomonadales|f__Cryptomonadales_X|g__Cryptomonas,PFU - Water,k__Eukaryota|p__Cryptophyta|p__Eukaryota_Cryptophyta|c__Cryptophyceae|o__Cryptomonadales|f__Cryptomonadales_X|g__Cryptomonas,LEfSe,Water,3.058117369,4.62E-07,6.70E-06,***
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Crocinitomicaceae,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Crocinitomicaceae,LEfSe,Water,3.057930538,1.93E-05,0.000156162,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Spongiibacteraceae|g__BD1-7 clade,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Spongiibacteraceae|g__BD1-7 clade,LEfSe,PFU,3.056436492,6.41E-10,3.87E-08,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia-Caballeronia-Paraburkholderia,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia-Caballeronia-Paraburkholderia,LEfSe,Water,3.056025479,3.51E-11,6.19E-09,***
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Crocinitomicaceae|g__Fluviicola,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Crocinitomicaceae|g__Fluviicola,LEfSe,Water,3.05263062,3.96E-05,0.00029415,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales,LEfSe,PFU,3.050651451,6.98E-05,0.000479053,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae,LEfSe,PFU,3.050651451,6.98E-05,0.000479053,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylomonadaceae,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylomonadaceae,LEfSe,PFU,3.047855642,5.82E-07,8.04E-06,***
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Gastrotricha|o__Gastrotricha_X|f__Gastrotricha_XX|g__Gastrotricha_XXX,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Gastrotricha|o__Gastrotricha_X|f__Gastrotricha_XX|g__Gastrotricha_XXX,LEfSe,PFU,3.047479516,8.85E-09,2.83E-07,***
k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Cryptomonas curvata,PFU - Water,k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Cryptomonas curvata,LEfSe,Water,3.029557275,5.82E-07,8.04E-06,***
k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Cryptomonas curvata|g__Cryptomonas curvata_X sp.,PFU - Water,k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Cryptomonas curvata|g__Cryptomonas curvata_X sp.,LEfSe,Water,3.029557275,5.82E-07,8.04E-06,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales,LEfSe,PFU,3.026347893,0.000100947,0.000639243,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae,LEfSe,PFU,3.026347893,0.000100947,0.000639243,***
k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Ascomycota|o__Pezizomycotina|f__Leotiomycetes|g__Leotiomycetes_X,PFU - Water,k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Ascomycota|o__Pezizomycotina|f__Leotiomycetes|g__Leotiomycetes_X,LEfSe,PFU,3.025952125,0.001085563,0.004798472,**
k__Bacteria|p__Myxococcota|p__Bacteria_Myxococcota|c__Polyangia|o__Polyangiales,PFU - Water,k__Bacteria|p__Myxococcota|p__Bacteria_Myxococcota|c__Polyangia|o__Polyangiales,LEfSe,PFU,3.022622984,0.000163229,0.000961698,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Undibacterium,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Undibacterium,LEfSe,Water,3.021848223,5.71E-09,2.05E-07,***
k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales,PFU - Water,k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales,LEfSe,Water,3.020908694,6.81E-09,2.40E-07,***
k__Bacteria|p__Actinobacteriota|p__Bacteria_Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__67-14,PFU - Water,k__Bacteria|p__Actinobacteriota|p__Bacteria_Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__67-14,LEfSe,Water,3.018784354,3.66E-09,1.44E-07,***
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Dinghuibacter,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Dinghuibacter,LEfSe,Water,3.008520687,1.38E-05,0.000115611,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae,LEfSe,PFU,2.998062717,7.73E-10,4.48E-08,***
k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__Chloroflexia,PFU - Water,k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__Chloroflexia,LEfSe,Water,2.984544825,2.87E-11,6.03E-09,***
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Kinetoplastea|o__Eubodonida,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Kinetoplastea|o__Eubodonida,LEfSe,PFU,2.979821238,7.44E-09,2.52E-07,***
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Kinetoplastea|o__Eubodonida|f__Bodonidae,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Kinetoplastea|o__Eubodonida|f__Bodonidae,LEfSe,PFU,2.979821238,7.44E-09,2.52E-07,***
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Kinetoplastea|o__Eubodonida|f__Bodonidae|g__Bodo,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Kinetoplastea|o__Eubodonida|f__Bodonidae|g__Bodo,LEfSe,PFU,2.979821238,7.44E-09,2.52E-07,***
k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Bacillariophyta|o__Bacillariophyta_X|f__Raphid-pennate,PFU - Water,k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Bacillariophyta|o__Bacillariophyta_X|f__Raphid-pennate,LEfSe,PFU,2.979195103,5.79E-05,0.000407346,***
k__Bacteria|p__Actinobacteriota|p__Bacteria_Actinobacteriota|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Candidatus Aquiluna,PFU - Water,k__Bacteria|p__Actinobacteriota|p__Bacteria_Actinobacteriota|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Candidatus Aquiluna,LEfSe,Water,2.975140008,4.29E-11,6.36E-09,***
k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__SL56 marine group,PFU - Water,k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__SL56 marine group,LEfSe,Water,2.972991917,5.77E-11,6.36E-09,***
k__Bacteria|p__Bdellovibrionota|p__Bacteria_Bdellovibrionota|c__Bdellovibrionia|o__Bdellovibrionales|f__Bdellovibrionaceae|g__Bdellovibrio,PFU - Water,k__Bacteria|p__Bdellovibrionota|p__Bacteria_Bdellovibrionota|c__Bdellovibrionia|o__Bdellovibrionales|f__Bdellovibrionaceae|g__Bdellovibrio,LEfSe,PFU,2.972157321,3.50E-08,7.98E-07,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae,LEfSe,PFU,2.971158645,6.26E-08,1.24E-06,***
k__Eukaryota|p__Cercozoa,PFU - Water,k__Eukaryota|p__Cercozoa,LEfSe,PFU,2.954705135,6.16E-05,0.000429574,***
k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa,PFU - Water,k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa,LEfSe,PFU,2.954705135,6.16E-05,0.000429574,***
k__Bacteria|p__Bdellovibrionota|p__Bacteria_Bdellovibrionota|c__Oligoflexia|o__0319-6G20,PFU - Water,k__Bacteria|p__Bdellovibrionota|p__Bacteria_Bdellovibrionota|c__Oligoflexia|o__0319-6G20,LEfSe,Water,2.948132231,4.22E-05,0.000310217,***
k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__Chthoniobacteraceae|g__Chthoniobacter,PFU - Water,k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__Chthoniobacteraceae|g__Chthoniobacter,LEfSe,Water,2.945271643,2.87E-11,6.03E-09,***
k__Eukaryota|p__Discosea,PFU - Water,k__Eukaryota|p__Discosea,LEfSe,PFU,2.932617033,4.79E-05,0.000343137,***
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea,LEfSe,PFU,2.932617033,4.79E-05,0.000343137,***
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Maxillopoda|g__Macrocyclops,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Maxillopoda|g__Macrocyclops,LEfSe,PFU,2.93200004,0.000287063,0.001591304,**
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Maxillopoda|g__Macrocyclops|s__Macrocyclops_albidus,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Maxillopoda|g__Macrocyclops|s__Macrocyclops_albidus,LEfSe,PFU,2.93200004,0.000287063,0.001591304,**
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Hydrogenophaga,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Hydrogenophaga,LEfSe,PFU,2.92801349,0.000128578,0.000793619,***
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Branchiopoda|g__Daphnia,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Branchiopoda|g__Daphnia,LEfSe,Water,2.925027942,6.26E-08,1.24E-06,***
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Branchiopoda|g__Daphnia|s__Daphnia_pulex,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Branchiopoda|g__Daphnia|s__Daphnia_pulex,LEfSe,Water,2.925027942,6.26E-08,1.24E-06,***
k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__Chthoniobacteraceae,PFU - Water,k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__Chthoniobacteraceae,LEfSe,Water,2.918032641,2.71E-08,6.43E-07,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Aquabacterium,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Aquabacterium,LEfSe,PFU,2.906071819,0.002210592,0.008628946,**
k__Eukaryota|p__Alveolata_X|p__Eukaryota_Alveolata_X|c__Colpodellidea|o__Colpodellida|f__Colpodellida_CHR1,PFU - Water,k__Eukaryota|p__Alveolata_X|p__Eukaryota_Alveolata_X|c__Colpodellidea|o__Colpodellida|f__Colpodellida_CHR1,LEfSe,Water,2.905908232,0.000275865,0.001533089,**
k__Eukaryota|p__Alveolata_X|p__Eukaryota_Alveolata_X|c__Colpodellidea|o__Colpodellida|f__Colpodellida_CHR1|g__Colpodellida_CHR1_X,PFU - Water,k__Eukaryota|p__Alveolata_X|p__Eukaryota_Alveolata_X|c__Colpodellidea|o__Colpodellida|f__Colpodellida_CHR1|g__Colpodellida_CHR1_X,LEfSe,Water,2.905908232,0.000275865,0.001533089,**
k__Bacteria|p__Dependentiae|p__Bacteria_Dependentiae|c__Babeliae|o__Babeliales,PFU - Water,k__Bacteria|p__Dependentiae|p__Bacteria_Dependentiae|c__Babeliae|o__Babeliales,LEfSe,PFU,2.905731502,2.26E-10,1.72E-08,***
k__Bacteria|p__Dependentiae,PFU - Water,k__Bacteria|p__Dependentiae,LEfSe,PFU,2.905731502,2.26E-10,1.72E-08,***
k__Bacteria|p__Dependentiae|p__Bacteria_Dependentiae,PFU - Water,k__Bacteria|p__Dependentiae|p__Bacteria_Dependentiae,LEfSe,PFU,2.905731502,2.26E-10,1.72E-08,***
k__Bacteria|p__Dependentiae|p__Bacteria_Dependentiae|c__Babeliae,PFU - Water,k__Bacteria|p__Dependentiae|p__Bacteria_Dependentiae|c__Babeliae,LEfSe,PFU,2.905731502,2.26E-10,1.72E-08,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__CCM19a,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__CCM19a,LEfSe,PFU,2.905428999,4.40E-10,2.90E-08,***
k__Bacteria|p__Actinobacteriota|p__Bacteria_Actinobacteriota|c__Actinobacteria|o__PeM15,PFU - Water,k__Bacteria|p__Actinobacteriota|p__Bacteria_Actinobacteriota|c__Actinobacteria|o__PeM15,LEfSe,Water,2.893634742,0.000484606,0.00245196,**
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Maxillopoda|g__Pseudodiaptomus,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Maxillopoda|g__Pseudodiaptomus,LEfSe,Water,2.877784307,5.31E-08,1.10E-06,***
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Maxillopoda|g__Pseudodiaptomus|s__Pseudodiaptomus_inopinus,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Arthropoda|o__Crustacea|f__Maxillopoda|g__Pseudodiaptomus|s__Pseudodiaptomus_inopinus,LEfSe,Water,2.877784307,5.31E-08,1.10E-06,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Arenimonas,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Arenimonas,LEfSe,PFU,2.870757889,7.73E-10,4.48E-08,***
k__Eukaryota|p__Apusozoa_X|p__Eukaryota_Apusozoa_X|c__Planomonadida,PFU - Water,k__Eukaryota|p__Apusozoa_X|p__Eukaryota_Apusozoa_X|c__Planomonadida,LEfSe,PFU,2.868674218,8.58E-06,7.95E-05,***
k__Eukaryota|p__Apusozoa_X|p__Eukaryota_Apusozoa_X|c__Planomonadida|o__Planomonadidae,PFU - Water,k__Eukaryota|p__Apusozoa_X|p__Eukaryota_Apusozoa_X|c__Planomonadida|o__Planomonadidae,LEfSe,PFU,2.868674218,8.58E-06,7.95E-05,***
k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Verrucomicrobiae|o__Verrucomicrobiales,PFU - Water,k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Verrucomicrobiae|o__Verrucomicrobiales,LEfSe,PFU,2.861920429,2.89E-07,4.44E-06,***
k__Eukaryota|p__Apusozoa_X,PFU - Water,k__Eukaryota|p__Apusozoa_X,LEfSe,PFU,2.859058529,0.000245857,0.001385217,**
k__Eukaryota|p__Apusozoa_X|p__Eukaryota_Apusozoa_X,PFU - Water,k__Eukaryota|p__Apusozoa_X|p__Eukaryota_Apusozoa_X,LEfSe,PFU,2.859058529,0.000245857,0.001385217,**
